Time,GripperTip,Normal_A,Normal_B,Normal_C,Normal_D,Normal_E,Force_Sum,Gripper_Position
0.13120007515,21.950000762939453,0.009999999776482582,0.009999999776482582,0.25,0.009999999776482582,0.009999999776482582,22.240000762045383,3.07017636299
0.131271123886,21.950000762939453,0.009999999776482582,0.009999999776482582,0.25,0.009999999776482582,0.009999999776482582,22.240000762045383,3.07017636299
0.23165512085,22.6299991607666,0.009999999776482582,0.009999999776482582,0.20000000298023224,0.009999999776482582,0.009999999776482582,22.869999162852764,3.07017636299
0.331296205521,24.31999969482422,0.009999999776482582,0.009999999776482582,0.019999999552965164,0.009999999776482582,0.009999999776482582,24.379999693483114,3.07017636299
0.43195104599,22.350000381469727,0.009999999776482582,0.009999999776482582,0.25,0.009999999776482582,0.009999999776482582,22.640000380575657,3.07017636299
0.532256126404,22.920000076293945,0.009999999776482582,0.009999999776482582,0.6899999976158142,0.009999999776482582,0.009999999776482582,23.65000007301569,3.07017636299
0.632734060287,22.81999969482422,0.009999999776482582,0.009999999776482582,0.09000000357627869,0.009999999776482582,0.009999999776482582,22.949999697506428,3.07017636299
0.732328176498,22.559999465942383,0.009999999776482582,0.009999999776482582,0.4000000059604645,0.009999999776482582,0.009999999776482582,22.999999471008778,3.07017636299
0.832586050034,22.65999984741211,0.009999999776482582,0.009999999776482582,0.07999999821186066,0.009999999776482582,0.009999999776482582,22.7799998447299,3.07017636299
0.932895183563,22.670000076293945,0.009999999776482582,0.009999999776482582,0.8199999928474426,0.009999999776482582,0.009999999776482582,23.53000006824732,3.07017636299
1.03318405151,22.6299991607666,0.009999999776482582,0.009999999776482582,0.05999999865889549,0.009999999776482582,0.009999999776482582,22.729999158531427,3.07017636299
1.13293409348,22.440000534057617,0.009999999776482582,0.009999999776482582,0.1599999964237213,0.009999999776482582,0.009999999776482582,22.64000052958727,3.07017636299
1.23280715942,22.93000030517578,0.009999999776482582,0.009999999776482582,0.550000011920929,0.009999999776482582,0.009999999776482582,23.52000031620264,3.07017636299
1.3330039978,22.899999618530273,0.009999999776482582,0.009999999776482582,0.07000000029802322,0.009999999776482582,0.009999999776482582,23.009999617934227,3.07017636299
1.43367314339,23.1200008392334,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.009999999776482582,23.17000083811581,3.07017636299
1.53304505348,22.829999923706055,0.009999999776482582,0.009999999776482582,0.15000000596046448,0.009999999776482582,0.009999999776482582,23.01999992877245,3.07017636299
1.63365316391,23.200000762939453,0.009999999776482582,0.009999999776482582,0.25999999046325684,0.009999999776482582,0.009999999776482582,23.50000075250864,3.07017636299
1.73349118233,22.239999771118164,0.009999999776482582,0.009999999776482582,0.36000001430511475,0.009999999776482582,0.009999999776482582,22.63999978452921,3.07017636299
1.83373618126,22.299999237060547,0.009999999776482582,0.009999999776482582,0.2199999988079071,0.009999999776482582,0.009999999776482582,22.559999234974384,3.07017636299
1.933147192,22.3700008392334,0.009999999776482582,0.009999999776482582,0.10999999940395355,0.009999999776482582,0.009999999776482582,22.520000837743282,3.07017636299
2.0337831974,22.1299991607666,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.009999999776482582,22.179999159649014,3.07017636299
2.13434410095,23.030000686645508,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.009999999776482582,23.08000068552792,3.07017636299
2.23392009735,22.719999313354492,0.009999999776482582,0.009999999776482582,0.25,0.009999999776482582,0.009999999776482582,23.009999312460423,3.07017636299
2.33442807198,22.18000030517578,0.009999999776482582,0.009999999776482582,0.029999999329447746,0.009999999776482582,0.009999999776482582,22.25000030361116,3.07017636299
2.43372297287,22.56999969482422,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.009999999776482582,22.61999969370663,3.07017636299
2.53397297859,22.600000381469727,0.009999999776482582,0.009999999776482582,0.8100000023841858,0.009999999776482582,0.009999999776482582,23.450000382959843,3.07017636299
2.6343691349,22.450000762939453,0.009999999776482582,0.009999999776482582,0.6700000166893005,0.009999999776482582,0.009999999776482582,23.160000778734684,3.07017636299
2.73488497734,22.600000381469727,0.009999999776482582,0.009999999776482582,0.07999999821186066,0.009999999776482582,0.009999999776482582,22.720000378787518,3.07017636299
2.83409810066,22.3700008392334,0.009999999776482582,0.009999999776482582,0.25999999046325684,0.009999999776482582,0.009999999776482582,22.670000828802586,3.07017636299
2.93437600136,22.6299991607666,0.009999999776482582,0.009999999776482582,0.03999999910593033,0.009999999776482582,0.009999999776482582,22.709999158978462,3.07017636299
3.03465199471,22.389999389648438,0.009999999776482582,0.009999999776482582,0.4099999964237213,0.009999999776482582,0.009999999776482582,22.83999938517809,3.07017636299
3.13512301445,22.8799991607666,0.009999999776482582,0.009999999776482582,0.44999998807907104,0.009999999776482582,0.009999999776482582,23.369999147951603,3.07017636299
3.23499417305,22.350000381469727,0.009999999776482582,0.009999999776482582,0.05999999865889549,0.009999999776482582,0.009999999776482582,22.450000379234552,3.07017636299
