Time,Sensor1,Sensor2,Sensor3,Sensor4,Force_Sum,Gripper_Position
0.131694078445,12.699999809265137,4.849999904632568,-21.059999465942383,1.1399999856948853,-2.3699997663497925,0.873365104198
0.131757974625,12.699999809265137,4.849999904632568,-21.059999465942383,1.1399999856948853,-2.3699997663497925,0.873365104198
0.231862068176,11.760000228881836,4.980000019073486,-22.639999389648438,2.0399999618530273,-3.859999179840088,0.873365104198
0.331569910049,12.579999923706055,5.010000228881836,-24.649999618530273,1.7999999523162842,-5.259999513626099,0.873365104198
0.432431936264,12.859999656677246,5.010000228881836,-24.43000030517578,0.9800000190734863,-5.580000400543213,0.873365104198
0.532287120819,12.420000076293945,5.010000228881836,-25.709999084472656,1.6200000047683716,-6.659998774528503,0.873365104198
0.632105112076,12.460000038146973,5.010000228881836,-24.420000076293945,0.7900000214576721,-6.159999787807465,0.873365104198
0.732567071915,12.510000228881836,4.869999885559082,-25.959999084472656,0.5299999713897705,-8.049998998641968,0.873365104198
0.832252025604,11.800000190734863,4.989999771118164,-24.049999237060547,2.0199999809265137,-5.239999294281006,0.873365104198
0.931946992874,11.899999618530273,4.610000133514404,-25.579999923706055,0.9700000286102295,-8.100000143051147,0.873365104198
1.03230309486,11.039999961853027,4.96999979019165,-27.959999084472656,0.7599999904632568,-11.189999341964722,0.873365104198
1.13271808624,11.6899995803833,4.760000228881836,-28.190000534057617,0.8600000143051147,-10.880000710487366,0.873365104198
1.23324298859,12.029999732971191,7.099999904632568,-29.5,0.03999999910593033,-10.33000036329031,0.873365104198
1.33308911324,11.979999542236328,7.869999885559082,-30.3700008392334,1.0499999523162842,-9.470001459121704,0.873365104198
1.43308591843,12.489999771118164,5.639999866485596,-30.670000076293945,0.7099999785423279,-11.830000460147858,0.873365104198
1.53450012207,11.819999694824219,5.150000095367432,-29.649999618530273,0.6200000047683716,-12.059999823570251,0.873365104198
1.63365793228,11.65999984741211,5.039999961853027,-29.979999542236328,1.0299999713897705,-12.249999761581421,0.873365104198
1.73364305496,12.420000076293945,5.03000020980835,-29.799999237060547,0.20999999344348907,-12.139998957514763,0.873365104198
1.83447790146,11.779999732971191,5.03000020980835,-29.84000015258789,1.940000057220459,-11.09000015258789,0.873365104198
1.93423390388,11.5600004196167,5.03000020980835,-27.6200008392334,1.059999942779541,-9.970000267028809,0.873365104198
2.03481912613,12.15999984741211,4.630000114440918,-27.389999389648438,0.75,-9.84999942779541,0.873365104198
2.13463997841,11.489999771118164,4.789999961853027,-25.31999969482422,0.9399999976158142,-8.099999964237213,0.873365104198
2.23443698883,11.359999656677246,4.730000019073486,-24.040000915527344,0.1899999976158142,-7.760001242160797,0.873365104198
2.33516311646,10.729999542236328,4.980000019073486,-21.139999389648438,-0.4399999976158142,-5.869999825954437,0.873365104198
2.43484807014,10.789999961853027,5.010000228881836,-18.6299991607666,0.5299999713897705,-2.2999989986419678,0.873365104198
2.53573203087,11.5,4.769999980926514,-15.680000305175781,0.4000000059604645,0.9899996817111969,0.873365104198
2.63489890099,10.5600004196167,4.329999923706055,-16.329999923706055,0.550000011920929,-0.8899995684623718,0.873365104198
2.73504710197,11.140000343322754,4.489999771118164,-14.9399995803833,0.6100000143051147,1.300000548362732,0.873365104198
2.83581995964,10.640000343322754,4.269999980926514,-14.760000228881836,-0.05999999865889549,0.09000009670853615,0.873365104198
2.93574309349,10.0,4.289999961853027,-12.899999618530273,1.6799999475479126,3.0700002908706665,0.873365104198
3.03550195694,11.369999885559082,4.079999923706055,-13.890000343322754,0.3499999940395355,1.9099994599819183,0.873365104198
3.13621091843,10.819999694824219,4.820000171661377,-11.8100004196167,1.090000033378601,4.919999480247498,0.873365104198
3.23620796204,11.359999656677246,5.0,-13.5600004196167,1.8300000429153442,4.629999279975891,0.873365104198
3.33578801155,11.329999923706055,4.769999980926514,-15.850000381469727,0.5199999809265137,0.7699995040893555,0.873365104198
3.43646192551,10.670000076293945,4.570000171661377,-14.729999542236328,1.5199999809265137,2.030000686645508,0.873365104198
3.53652691841,10.789999961853027,4.820000171661377,-15.859999656677246,0.699999988079071,0.45000046491622925,0.873365104198
3.6374399662,11.039999961853027,4.579999923706055,-17.81999969482422,0.5099999904632568,-1.6899998188018799,0.873365104198
3.73668193817,11.15999984741211,4.139999866485596,-17.100000381469727,1.3799999952316284,-0.42000067234039307,0.873365104198
3.83719801903,11.800000190734863,4.119999885559082,-20.81999969482422,0.3700000047683716,-4.529999613761902,0.873365104198
3.93909502029,10.479999542236328,4.190000057220459,-20.540000915527344,0.6899999976158142,-5.180001318454742,0.873365104198
4.03727006912,11.279999732971191,4.300000190734863,-23.25,0.3700000047683716,-7.300000071525574,0.873365104198
4.13805294037,11.34000015258789,4.920000076293945,-23.3799991607666,-0.3199999928474426,-7.439998924732208,0.873365104198
4.23732995987,10.279999732971191,4.760000228881836,-23.940000534057617,0.8799999952316284,-8.020000576972961,0.873365104198
4.33801603317,10.40999984741211,4.71999979019165,-24.219999313354492,1.2200000286102295,-7.869999647140503,0.873365104198
4.43874502182,10.09000015258789,4.309999942779541,-25.040000915527344,0.9700000286102295,-9.670000791549683,0.873365104198
4.5385389328,11.100000381469727,6.150000095367432,-26.59000015258789,0.9200000166893005,-8.419999659061432,2.62009000778
4.63811397552,11.25,7.440000057220459,-27.360000610351562,0.7300000190734863,-7.940000534057617,5.67685842514
4.73865103722,11.930000305175781,5.78000020980835,-26.719999313354492,1.2699999809265137,-7.739998817443848,9.1703081131
