1.65961868911e+12,114.0,49.0,239.0,61.0,166.0,39.0,668.0
1.65961868921e+12,114.0,49.0,240.0,60.0,167.0,38.0,668.0
1.65961868931e+12,113.0,48.0,241.0,59.0,165.0,38.0,664.0
1.65961868941e+12,112.0,49.0,242.0,59.0,167.0,39.0,668.0
1.65961868951e+12,111.0,49.0,241.0,58.0,168.0,39.0,666.0
1.65961868961e+12,112.0,49.0,242.0,58.0,167.0,39.0,667.0
1.65961868971e+12,111.0,48.0,246.0,59.0,165.0,39.0,668.0
1.65961868981e+12,111.0,49.0,244.0,61.0,166.0,39.0,670.0
1.65961868991e+12,111.0,48.0,244.0,61.0,166.0,38.0,668.0
1.65961869001e+12,111.0,47.0,245.0,61.0,165.0,39.0,668.0
1.65961869011e+12,110.0,48.0,244.0,61.0,165.0,39.0,667.0
1.65961869021e+12,110.0,47.0,246.0,61.0,165.0,39.0,668.0
1.65961869031e+12,109.0,50.0,244.0,61.0,165.0,37.0,666.0
1.65961869041e+12,109.0,48.0,243.0,64.0,164.0,37.0,665.0
1.65961869051e+12,109.0,49.0,246.0,64.0,164.0,38.0,670.0
1.65961869061e+12,109.0,49.0,244.0,66.0,164.0,38.0,670.0
1.65961869071e+12,110.0,49.0,243.0,65.0,164.0,38.0,669.0
1.65961869081e+12,108.0,49.0,244.0,66.0,164.0,39.0,670.0
1.65961869091e+12,109.0,49.0,244.0,64.0,164.0,38.0,668.0
1.65961869101e+12,109.0,50.0,244.0,66.0,165.0,38.0,672.0
1.65961869111e+12,108.0,50.0,244.0,66.0,164.0,38.0,670.0
1.65961869121e+12,108.0,49.0,245.0,67.0,165.0,38.0,672.0
1.65961869131e+12,108.0,51.0,244.0,65.0,165.0,38.0,671.0
1.65961869141e+12,109.0,51.0,245.0,69.0,165.0,37.0,676.0
1.65961869151e+12,109.0,51.0,245.0,67.0,164.0,38.0,674.0
1.65961869161e+12,109.0,51.0,244.0,69.0,164.0,38.0,675.0
1.65961869171e+12,109.0,51.0,244.0,69.0,163.0,38.0,674.0
1.65961869181e+12,109.0,51.0,242.0,69.0,163.0,38.0,672.0
1.65961869191e+12,109.0,52.0,244.0,68.0,164.0,38.0,675.0
1.65961869201e+12,107.0,52.0,243.0,66.0,164.0,38.0,670.0
1.65961869211e+12,107.0,52.0,243.0,67.0,165.0,38.0,672.0
1.65961869221e+12,106.0,53.0,243.0,66.0,162.0,37.0,667.0
1.65961869231e+12,106.0,54.0,244.0,70.0,163.0,38.0,675.0
1.65961869241e+12,103.0,52.0,241.0,65.0,162.0,37.0,660.0
1.65961869251e+12,103.0,53.0,242.0,65.0,160.0,36.0,659.0
1.65961869261e+12,104.0,52.0,240.0,64.0,161.0,38.0,659.0
1.65961869271e+12,103.0,52.0,242.0,64.0,161.0,37.0,659.0
1.65961869281e+12,103.0,53.0,240.0,63.0,160.0,37.0,656.0
1.65961869291e+12,102.0,53.0,241.0,63.0,159.0,37.0,655.0
1.65961869301e+12,104.0,52.0,238.0,64.0,161.0,36.0,655.0
1.65961869311e+12,102.0,57.0,239.0,64.0,156.0,34.0,652.0
1.65961869321e+12,104.0,51.0,241.0,64.0,155.0,36.0,651.0
1.65961869331e+12,102.0,51.0,245.0,65.0,155.0,35.0,653.0
1.65961869341e+12,102.0,52.0,249.0,65.0,155.0,36.0,659.0
1.65961869351e+12,101.0,52.0,249.0,65.0,157.0,34.0,658.0
1.65961869361e+12,101.0,52.0,248.0,65.0,155.0,36.0,657.0
1.65961869371e+12,102.0,51.0,248.0,65.0,156.0,36.0,658.0
1.65961869381e+12,102.0,50.0,248.0,66.0,156.0,37.0,659.0
1.65961869391e+12,101.0,52.0,250.0,65.0,155.0,37.0,660.0
1.65961869401e+12,103.0,52.0,250.0,66.0,156.0,36.0,663.0
1.65961869411e+12,101.0,52.0,251.0,63.0,156.0,36.0,659.0
1.65961869421e+12,102.0,55.0,251.0,65.0,158.0,36.0,667.0
1.65961869431e+12,101.0,51.0,250.0,65.0,157.0,37.0,661.0
1.65961869441e+12,101.0,53.0,250.0,62.0,155.0,36.0,657.0
1.65961869451e+12,101.0,53.0,248.0,60.0,155.0,35.0,652.0
1.65961869461e+12,100.0,54.0,247.0,61.0,155.0,34.0,651.0
1.65961869471e+12,100.0,52.0,247.0,61.0,154.0,35.0,649.0
1.65961869481e+12,99.0,55.0,245.0,59.0,153.0,35.0,646.0
1.65961869491e+12,98.0,54.0,249.0,62.0,155.0,36.0,654.0
1.65961869501e+12,99.0,50.0,250.0,63.0,155.0,36.0,653.0
1.65961869511e+12,97.0,55.0,249.0,67.0,155.0,36.0,659.0
1.65961869521e+12,98.0,55.0,250.0,69.0,157.0,36.0,665.0
1.65961869531e+12,99.0,58.0,253.0,67.0,156.0,36.0,669.0
1.65961869541e+12,99.0,58.0,253.0,67.0,158.0,34.0,669.0
1.65961869551e+12,99.0,57.0,253.0,66.0,158.0,36.0,669.0
1.65961869561e+12,98.0,54.0,255.0,67.0,159.0,37.0,670.0
1.65961869571e+12,99.0,54.0,255.0,68.0,159.0,37.0,672.0
1.65961869581e+12,100.0,55.0,257.0,66.0,158.0,35.0,671.0
1.65961869591e+12,100.0,58.0,257.0,68.0,158.0,34.0,675.0
1.65961869601e+12,111.0,73.0,258.0,78.0,158.0,36.0,714.0
1.65961869611e+12,112.0,71.0,258.0,66.0,160.0,36.0,703.0
1.65961869621e+12,114.0,72.0,258.0,69.0,158.0,36.0,707.0
1.65961869631e+12,114.0,72.0,257.0,77.0,158.0,36.0,714.0
1.65961869641e+12,115.0,73.0,256.0,74.0,158.0,36.0,712.0
1.65961869651e+12,142.0,74.0,255.0,80.0,228.0,59.0,838.0
1.65961869661e+12,321.0,249.0,287.0,119.0,375.0,93.0,1444.0
1.65961869671e+12,321.0,249.0,287.0,119.0,375.0,93.0,1444.0
1.65961869681e+12,321.0,249.0,287.0,119.0,375.0,93.0,1444.0
1.65961869691e+12,321.0,249.0,287.0,119.0,375.0,93.0,1444.0
1.65961869701e+12,321.0,249.0,287.0,119.0,375.0,93.0,1444.0
1.65961869711e+12,321.0,249.0,287.0,119.0,375.0,93.0,1444.0
1.65961869721e+12,321.0,249.0,287.0,119.0,375.0,93.0,1444.0
