1.65926137364e+12,28.0,122.0,121.0,120.0,23.0,36.0,450.0
1.65926137364e+12,28.0,122.0,121.0,120.0,23.0,36.0,450.0
1.65926137375e+12,59.0,102.0,116.0,114.0,33.0,51.0,475.0
1.65926137385e+12,59.0,101.0,116.0,112.0,16.0,60.0,464.0
1.65926137395e+12,55.0,119.0,128.0,92.0,20.0,52.0,466.0
1.65926137405e+12,59.0,118.0,127.0,111.0,16.0,54.0,485.0
1.65926137415e+12,40.0,117.0,117.0,121.0,5.0,48.0,448.0
1.65926137425e+12,47.0,100.0,125.0,111.0,14.0,28.0,425.0
1.65926137435e+12,62.0,108.0,118.0,111.0,30.0,59.0,488.0
1.65926137445e+12,60.0,111.0,111.0,111.0,28.0,52.0,473.0
1.65926137455e+12,48.0,101.0,106.0,119.0,16.0,54.0,444.0
1.65926137465e+12,37.0,102.0,107.0,112.0,19.0,32.0,409.0
1.65926137475e+12,55.0,115.0,102.0,112.0,0.0,63.0,447.0
1.65926137485e+12,56.0,111.0,127.0,119.0,8.0,77.0,498.0
1.65926137495e+12,55.0,104.0,108.0,111.0,8.0,60.0,446.0
1.65926137505e+12,59.0,104.0,131.0,96.0,16.0,66.0,472.0
1.65926137515e+12,42.0,112.0,136.0,125.0,0.0,72.0,487.0
1.65926137525e+12,60.0,118.0,144.0,116.0,18.0,101.0,557.0
1.65926137535e+12,63.0,96.0,145.0,112.0,0.0,75.0,491.0
1.65926137545e+12,55.0,93.0,141.0,126.0,28.0,91.0,534.0
1.65926137555e+12,52.0,112.0,143.0,121.0,8.0,88.0,524.0
1.65926137565e+12,48.0,108.0,139.0,132.0,12.0,74.0,513.0
1.65926137576e+12,67.0,119.0,113.0,123.0,21.0,91.0,534.0
1.65926137585e+12,65.0,96.0,133.0,121.0,12.0,98.0,525.0
1.65926137596e+12,59.0,115.0,136.0,127.0,8.0,96.0,541.0
1.65926137606e+12,36.0,108.0,130.0,128.0,11.0,64.0,477.0
1.65926137616e+12,50.0,111.0,135.0,128.0,30.0,82.0,536.0
1.65926137626e+12,66.0,114.0,118.0,102.0,7.0,48.0,455.0
1.65926137636e+12,44.0,114.0,129.0,125.0,0.0,30.0,442.0
1.65926137646e+12,57.0,117.0,127.0,108.0,25.0,42.0,476.0
1.65926137656e+12,53.0,113.0,119.0,110.0,16.0,45.0,456.0
1.65926137666e+12,32.0,115.0,129.0,121.0,7.0,35.0,439.0
1.65926137676e+12,55.0,116.0,108.0,124.0,21.0,53.0,477.0
1.65926137686e+12,56.0,117.0,128.0,119.0,12.0,47.0,479.0
1.65926137696e+12,54.0,115.0,129.0,123.0,9.0,40.0,470.0
1.65926137707e+12,53.0,96.0,127.0,131.0,21.0,64.0,492.0
1.65926137716e+12,62.0,111.0,134.0,110.0,3.0,66.0,486.0
1.65926137726e+12,59.0,113.0,138.0,124.0,4.0,52.0,490.0
1.65926137736e+12,57.0,90.0,130.0,129.0,28.0,52.0,486.0
1.65926137746e+12,57.0,114.0,127.0,111.0,23.0,55.0,487.0
1.65926137756e+12,56.0,96.0,130.0,131.0,8.0,31.0,452.0
1.65926137766e+12,57.0,88.0,128.0,122.0,25.0,43.0,463.0
1.65926137776e+12,55.0,112.0,97.0,112.0,0.0,51.0,427.0
1.65926137786e+12,69.0,111.0,125.0,120.0,0.0,37.0,462.0
1.65926137796e+12,59.0,112.0,125.0,127.0,17.0,34.0,474.0
1.65926137806e+12,61.0,115.0,125.0,102.0,18.0,45.0,466.0
1.65926137816e+12,63.0,92.0,115.0,126.0,0.0,42.0,438.0
1.65926137826e+12,33.0,121.0,116.0,132.0,12.0,34.0,448.0
1.65926137836e+12,60.0,105.0,116.0,131.0,15.0,40.0,467.0
1.65926137847e+12,71.0,113.0,97.0,124.0,20.0,54.0,479.0
1.65926137857e+12,63.0,114.0,119.0,107.0,24.0,65.0,492.0
1.65926137867e+12,68.0,117.0,99.0,133.0,21.0,66.0,504.0
1.65926137877e+12,61.0,114.0,115.0,114.0,34.0,62.0,500.0
1.65926137887e+12,45.0,114.0,111.0,116.0,1.0,47.0,434.0
1.65926137897e+12,57.0,113.0,117.0,127.0,29.0,49.0,492.0
1.65926137907e+12,55.0,104.0,106.0,128.0,0.0,59.0,452.0
1.65926137917e+12,65.0,97.0,127.0,127.0,0.0,28.0,444.0
1.65926137927e+12,71.0,114.0,104.0,128.0,17.0,56.0,490.0
1.65926137937e+12,56.0,117.0,102.0,126.0,22.0,55.0,478.0
1.65926137947e+12,59.0,114.0,104.0,128.0,23.0,60.0,488.0
1.65926137957e+12,63.0,106.0,115.0,113.0,19.0,57.0,473.0
1.65926137967e+12,45.0,114.0,121.0,112.0,24.0,62.0,478.0
1.65926137977e+12,42.0,114.0,116.0,136.0,8.0,54.0,470.0
1.65926137987e+12,62.0,104.0,113.0,112.0,3.0,51.0,445.0
1.65926137997e+12,57.0,115.0,113.0,134.0,0.0,34.0,453.0
1.65926138007e+12,68.0,107.0,108.0,108.0,20.0,53.0,464.0
1.65926138017e+12,63.0,118.0,119.0,112.0,22.0,47.0,481.0
