Time,GripperTip,Normal_A,Normal_B,Normal_C,Normal_D,Normal_E,Force_Sum
0.15971493721,35.400001525878906,2.1700000762939453,0.009999999776482582,14.010000228881836,4.610000133514404,0.009999999776482582,56.21000196412206
0.159805059433,35.400001525878906,2.1700000762939453,0.009999999776482582,14.010000228881836,4.610000133514404,0.009999999776482582,56.21000196412206
0.285145044327,37.619998931884766,1.9600000381469727,0.009999999776482582,13.770000457763672,4.050000190734863,0.009999999776482582,57.41999961808324
0.413592100143,36.41999816894531,2.380000114440918,0.009999999776482582,15.350000381469727,4.150000095367432,0.009999999776482582,58.319998759776354
0.539035081863,36.36000061035156,1.4600000381469727,0.009999999776482582,14.529999732971191,4.670000076293945,0.009999999776482582,57.04000045731664
0.670739889145,36.56999969482422,2.1600000858306885,0.009999999776482582,14.770000457763672,5.090000152587891,0.009999999776482582,58.610000390559435
0.794023990631,36.630001068115234,2.490000009536743,0.009999999776482582,13.75,4.769999980926514,0.009999999776482582,57.660001058131456
0.92444396019,37.34000015258789,1.4299999475479126,0.009999999776482582,14.170000076293945,4.590000152587891,0.009999999776482582,57.550000328570604
1.04893398285,37.0099983215332,1.850000023841858,0.009999999776482582,13.869999885559082,4.5,0.009999999776482582,57.24999823048711
1.17552995682,36.58000183105469,1.9299999475479126,0.009999999776482582,13.890000343322754,3.990000009536743,0.009999999776482582,56.41000213101506
1.29827189445,36.630001068115234,1.590000033378601,0.009999999776482582,14.229999542236328,4.230000019073486,0.009999999776482582,56.700000662356615
1.42158508301,36.709999084472656,1.0,0.009999999776482582,14.130000114440918,5.050000190734863,0.009999999776482582,56.9099993892014
1.54536509514,35.84000015258789,2.6500000953674316,0.009999999776482582,13.630000114440918,4.619999885559082,0.009999999776482582,56.76000024750829
1.6773879528,37.0099983215332,2.4700000286102295,0.009999999776482582,13.829999923706055,4.050000190734863,0.009999999776482582,57.379998464137316
1.79303002357,36.61000061035156,1.909999966621399,0.009999999776482582,14.149999618530273,3.9200000762939453,0.009999999776482582,56.610000271350145
1.92898607254,36.290000915527344,1.899999976158142,0.4099999964237213,13.859999656677246,3.990000009536743,0.009999999776482582,56.46000055409968
2.0535941124,36.36000061035156,1.440000057220459,0.05000000074505806,14.3100004196167,4.389999866485596,0.009999999776482582,56.56000095419586
2.1771800518,36.849998474121094,1.7999999523162842,0.009999999776482582,14.260000228881836,4.460000038146973,0.009999999776482582,57.38999869301915
2.30166006088,36.66999816894531,1.4900000095367432,0.009999999776482582,14.180000305175781,4.380000114440918,0.009999999776482582,56.73999859765172
